title,url,date,authors,content,sentiment
Updating Google Photos’ storage policy to build for the future - blog.google,https://blog.google/products/photos/storage-changes/,"Wed, 11 Nov 2020 08:00:00 GMT","['Shimrit Ben-Yair', 'Vice President', 'Google Photos', 'Aisha Sharif', 'Yael Marzan', 'Molly Mchugh-Johnson', 'Jack O. Lantern', 'Sarah Tran', 'Naina Raisinghani']","We launched Google Photos more than five years ago with the mission of being the home for your memories. What started as an app to manage your photos and videos has evolved into a place to reflect on meaningful moments in your life. Today, more than 4 trillion photos are stored in Google Photos, and every week 28 billion new photos and videos are uploaded.Since so many of you rely on Google Photos to store your memories, it’s important that it’s not just a great product, but also continues to meet your needs over the long haul. In order to welcome even more of your memories and build Google Photos for the future, we are changing our unlimited High quality storage policy.Starting June 1, 2021, any new photos and videos you upload will count toward the free 15 GB of storage that comes with every Google Account or the additional storage you’ve purchased as a Google One member. Your Google Account storage is shared across Drive, Gmail and Photos. This change also allows us to keep pace with the growing demand for storage. And, as always, we uphold our commitment to not use information in Google Photos for advertising purposes. We know this is a big shift and may come as a surprise, so we wanted to let you know well in advance and give you resources to make this easier.Existing High quality photos and videos are exempt from this changeAny photos or videos you’ve uploaded in High quality before June 1, 2021 will not count toward your 15GB of free storage. This means that photos and videos backed up before June 1, 2021 will still be considered free and exempt from the storage limit. You can verify your backup quality at any time in the Photos app by going to back up & sync in Settings.",0
"Google Says It Doesn’t 'Sell' Your Data. Here’s How the Company Shares, Monetizes, and Exploits It. - Electronic Frontier Foundation",https://www.eff.org/deeplinks/2020/03/google-says-it-doesnt-sell-your-data-heres-how-company-shares-monetizes-and,"Thu, 19 Mar 2020 07:00:00 GMT","['Bennett Cyphers', 'Hannah Zhao']","""Google will never sell any personal information to third parties; and you get to decide how your information is used."" - Sundar PichaiSound familiar? Although big tech companies like Google keep the lights on by harvesting and monetizing your personal data, they can be quick to mince words and deny the strawman scenario of exchanging hard drives full of your data for a suitcase of money. Now California law has given them another reason to deny and deflect.The California Consumer Privacy Act (CCPA) went into effect on January 1, 2020. One of its biggest effects is to regulate the sale of data: under the law, any exchange of personal information for “valuable consideration” is, with some exceptions, a “sale.” Any company that sells data has to give users the chance to opt out of that sale, and facilitate those opt-outs by placing a “do not sell my data button” on the company’s website.This is a big deal. The CCPA gives Californians an affirmative right to control how our personal data is used. On its own, the CCPA is not enough to fix the problems with tech’s use of personal data, but it is a good first step down the road to privacy reform.How can a company that monetizes personal data evade these new CCPA duties? One way is to claim they do not “sell” data, as that term is used in CCPA. Google, the adtech oligarch, devourer of data, surveyor of souls, That Which Knows All That Is Known, has decided that it doesn’t sell data.Thanks for clearing that up.Google controls about 62% of mobile browsers, 69% of desktop browsers, and the operating systems on 71% of mobile devices in the world. 92% of internet searches go through Google and 73% of American adults use YouTube. Google runs code on approximately 85% of sites on the Web and inside as many as 94% of apps in the Play store. It collects data about users’ every click, tap, query, and movement from all of those sources and more.So what is happening with all of that data, which Google says it’s not selling, but from which it makes tens of billions of dollars a year?Let’s find out.Real-time biddingGoogle monetizes what it observes about people in two major ways:It uses data to build individual profiles with demographics and interests, then lets advertisers target groups of people based on those traits. It shares data with advertisers directly and asks them to bid on individual ads.The second method of monetization involves most of the behaviors that regular people might think of as “selling data.” Google is involved at nearly every level of the complex, automated process of third-party ad placement known as “real-time bidding,” or RTB.Real-time bidding is the process by which publishers auction off ad space in their apps or on their websites. In doing so, they share sensitive user data—including geolocation, device IDs, identifying cookies, and browsing history—with dozens or hundreds of different adtech companies.Each RTB auction typically sees user data passing through three different layers of companies on its way from a device to an advertiser: supply-side platforms (or SSPs) collect user data to sell, ad exchanges organize auctions between them and advertisers, and demand-side platforms (or DSPs) “bid” on behalf of advertisers to decide which ads to show to which people. These auctions take milliseconds, constantly churning away in the background of your browsing activity as companies at every level of the process share and collect more and more data to add to their existing profiles of users.Data flows in a typical real-time bidding systemGoogle controls massive portions of nearly every level of the real-time bidding ecosystem. In 2007 Google purchased DoubleClick, then the largest third-party ad network for the Web. And in 2009 it bought AdMob, the largest ad server for the then-nascent mobile application market. Both AdMob and DoubleClick have blossomed under Google’s ownership, and today they continue to dominate their respective markets. DoubleClick (now folded into Google Marketing Platform) controls over half of the ad exchange market on the Web, and AdMob is far and away the most popular supply-side platform for apps on both iOS and Android.Real-time bidding is a convoluted, opaque system of data collection and sharing that enables profiling and surveillance by advertisers, data brokers, hedge funds, and ICE. It is at the center of everything that’s wrong with privacy in tech. Let’s take a look at how Google claims it doesn’t sell data at different levels of the RTB process.On your phoneAdMob is a mobile supply-side platform. That means the company creates tools, called Software Development Kits (SDKs), that developers build into their apps. AdMob partners with ad exchanges, and its SDKs connect apps to the exchanges directly. Inside an app, AdMob code collects information and shares it with Google and other exchanges through processes called “open bidding” and “mediation.” Your phone shares data, including your device ID and geolocation data, with Google and with other ad exchanges; the app serves you an ad; Google and the developer get paid.A partial list of the ad exchanges that Google shares data with through AdMob Open Bidding.In your browserGoogle’s Ad Manager product (formerly Doubleclick for Publishers) is the equivalent of AdMob for the web. Developers install Google’s code on their websites, and the code makes requests to Google and other ad exchanges with your identifying cookie as well as other information. Again, Google sends data out into the ecosystem, and advertisers send money back.Google also shares data with advertisers in other, less direct ways, such as by “cookie matching,” which lets third-party adtech companies connect their own tracking cookies to Google’s identifier. It has even been caught setting up “workarounds” to keep its non-consensual data-sharing measures active in jurisdictions where they should be illegal, like the EU.On Google’s serversAfter the data leaves your device, it goes to one of several downstream services, like Google’s own Ad Exchange. Google collects bid requests from all over the Internet: from both sites and apps; from phones, computers, game consoles, and TVs; and from its own as well as competing SSPs. Then it presents those bid requests to hundreds of “authorized buyers”—demand side platforms that represent advertisers. Each of those DSPs has access to a firehose of personal information about millions of different users on all different devices. Google runs billions of ad auctions per day; in the process, it shares data about millions of people and receives millions of dollars from advertisers.The data being transferred here is all associated with at least one unique ID: this could be the ad ID which identifies your phone, the cookie ID stored in your browser, or Google’s own internal ID for your account. Either way it ties back to you. It can include geolocation information, gender, age, and interests.Beyond RTB: customer data filesRTB isn’t the only way Google shares data with advertisers (or anyone else with money). Google also allows its advertiser customers to target users by name, email, or device ID and reach them almost anywhere. Through its “Customer Match” program, advertisers can upload lists of users they want to reach, and Google will serve them ads in exchange for money.This is an indirect means of data sharing, but the end result is the same. Companies can upload lists of “anonymous” device IDs or phone numbers, and Google will connect those numbers to real people. Then, Google will serve ads to those people across its platforms: on their phones, computers, and TVs. Anyone who engages with those ads will be sent right to the advertiser’s landing page, where the advertiser can collect cookie IDs, IP address, location, and more. Researchers have found that this style of individual-targeting system exposes users to a wide range of privacy leaks.To make this more concrete: suppose a company wants to acquire data about expecting mothers. It can buy a list of a million device IDs that a data broker believes to belong to such women. The company can upload this list to Google and target an ad at those IDs. If even a small fraction—say, 1%—click on the ad, then 10,000 people are sent to the advertiser’s landing page, where they automatically share their IP address, cookies, and possibly geolocation data. The company now has sensitive medical data about 10,000 people served up to it on a silver platter. (Google prohibits targeting based on medical and other characteristics in its Customer Match terms of service, but it is unclear how the company audits or enforces them.)This system provides a way for companies to turn lists of identifiers into direct pipelines to real humans. Advertisers piggyback on Google’s identity graph, and can acquire new data about their targets in the process. And for its services, Google gets paid. Once again, Google insists this is not a sale.The need for stronger consumer data privacy lawsIn many different ways, Google sends data to advertisers, and advertisers send it money.Yet Google claims that it’s not “selling” anything.It does acknowledge that somewhere in this process, a “sale” is occurring. It just insists that Google itself isn’t the one selling data. Instead, although Google facilitates the whole process, it places the responsibility of CCPA compliance on website and app publishers. Therefore, in order to opt out of having your data sold by Google’s services, you need to opt out with each individual app and website that you use. Doing so won’t even stop your data from being collected; it will only stop Google from showing you behaviorally targeted ads.If Google isn’t “selling” data for purposes of CCPA protections of consumers, that underscores the need for a more comprehensive law that treats privacy as a default, not an option. It’s unreasonable to expect users to tell every company in the expansive tech ecosystem, one by one, that they would like their privacy please. And companies like Google shouldn’t be able to monetize data they collect without consent even if they aren’t technically “selling” it. Data collection, use, and sharing should be minimized by default.",0
Apple and Google partner on COVID-19 contact tracing technology - Apple,https://www.apple.com/newsroom/2020/04/apple-and-google-partner-on-covid-19-contact-tracing-technology/,"Fri, 10 Apr 2020 07:00:00 GMT",[],"Across the world, governments and health authorities are working together to find solutions to the COVID-19 pandemic, to protect people and get society back up and running. Software developers are contributing by crafting technical tools to help combat the virus and save lives. In this spirit of collaboration, Google and Apple are announcing a joint effort to enable the use of Bluetooth technology to help governments and health agencies reduce the spread of the virus, with user privacy and security central to the design.Since COVID-19 can be transmitted through close proximity to affected individuals, public health officials have identified contact tracing as a valuable tool to help contain its spread. A number of leading public health authorities, universities, and NGOs around the world have been doing important work to develop opt-in contact tracing technology. To further this cause, Apple and Google will be launching a comprehensive solution that includes application programming interfaces (APIs) and operating system-level technology to assist in enabling contact tracing. Given the urgent need, the plan is to implement this solution in two steps while maintaining strong protections around user privacy.First, in May, both companies will release APIs that enable interoperability between Android and iOS devices using apps from public health authorities. These official apps will be available for users to download via their respective app stores.Second, in the coming months, Apple and Google will work to enable a broader Bluetooth-based contact tracing platform by building this functionality into the underlying platforms. This is a more robust solution than an API and would allow more individuals to participate, if they choose to opt in, as well as enable interaction with a broader ecosystem of apps and government health authorities. Privacy, transparency, and consent are of utmost importance in this effort, and we look forward to building this functionality in consultation with interested stakeholders. We will openly publish information about our work for others to analyze.All of us at Apple and Google believe there has never been a more important moment to work together to solve one of the world’s most pressing problems. Through close cooperation and collaboration with developers, governments and public health providers, we hope to harness the power of technology to help countries around the world slow the spread of COVID-19 and accelerate the return of everyday life.",0
Our third decade of climate action: Realizing a carbon-free future - blog.google,https://blog.google/outreach-initiatives/sustainability/our-third-decade-climate-action-realizing-carbon-free-future/,"Mon, 14 Sep 2020 07:00:00 GMT","['Sundar Pichai', 'Ceo Of Google', 'Kate Brandt', 'Randy Spock', 'Ani Dasgupta', 'Reilly O Hara']","A few years ago flooding devastated Chennai, where I grew up. Seeing the images of the city—which had experienced extreme drought for so many years of my life—covered in flood waters, really made the impacts of climate change feel much closer to home. Last week, many of us woke up to orange skies in Northern California as wildfires continue to rage up and down the West Coast. I know others in Australia and Brazil have recently experienced similar events, and sadly they won’t be the last.The science is clear: The world must act now if we’re going to avert the worst consequences of climate change.We are committed to doing our part. Sustainability has been a core value for us since Larry and Sergey founded Google two decades ago. We were the first major company to become carbon neutral in 2007. We were the first major company to match our energy use with 100 percent renewable energy in 2017. We operate the cleanest global cloud in the industry, and we’re the world’s largest corporate purchaser of renewable energy.In our third decade of climate action, we are going even further to help build a carbon-free future for everyone. Here’s how:We’re eliminating our entire carbon legacy, effective today.We are the first major company to make a commitment to operate on 24/7 carbon-free energy in all our data centers and campuses worldwide. This is far more challenging than the traditional approach of matching energy usage with renewable energy, but we’re working to get this done by 2030.We’re investing in technologies to help our partners and people all over the world make sustainable choices. For example, we are investing in manufacturing regions to enable 5 GW of new carbon-free energy, helping 500 cities reduce their carbon emissions and finding new ways to empower 1 billion people through our products.We estimate that the commitments we’re making today will directly generate more than 20,000 new jobs in clean energy and associated industries, in America and around the world, by 2025.Here’s more about what we’re announcing today.",0
Our $1 billion investment in partnerships with news publishers - blog.google,https://blog.google/outreach-initiatives/google-news-initiative/google-news-showcase/,"Thu, 01 Oct 2020 07:00:00 GMT","['Sundar Pichai', 'Ceo Of Google', 'Arun Venkataraman', 'Marcin Hajek', 'Jaffer Zaidi', 'Jörn Winterberg', 'Marek Miller']","One of the most enduring memories of my childhood is waiting for my father and grandfather to finish the paper over breakfast every morning so that I could get the latest headlines, especially in the sports section. To this day, my father still texts me whenever he sees something interesting in the news … which is a lot! I have always valued quality journalism and believed that a vibrant news industry is critical to a functioning democratic society.It’s equally important to Google’s mission to organize the world's information and make it universally accessible and useful. Over the last several years, we’ve taken many steps to support the news industry, from sending 24 billion visits to news websites globally every month, to the Google News Initiative’s $300 million commitment, including emergency funding for local publishers globally to help with the impact of COVID-19 and our Digital Growth Program aimed at small and medium-sized publishers to accelerate their business growth.But there is more to do. Today I’m proud to announce Google is building on our long-term support with an initial $1 billion investment in partnerships with news publishers and the future of news.",0
Navigate safely with new COVID data in Google Maps - blog.google,https://blog.google/products/maps/navigate-safely-new-covid-data-google-maps/,"Wed, 23 Sep 2020 07:00:00 GMT","['Sujoy Banerjee', 'Product Manager', 'Google Maps', 'Holly N. Jolly', 'Amanda Leicht Moore', 'Songran Jang']","Where we get the dataData featured in the COVID layer comes from multiple authoritative sources, including Johns Hopkins, the New York Times, and Wikipedia. These sources get data from public health organizations like the World Health Organization, government health ministries, along with state and local health agencies and hospitals. Many of these sources already power COVID case information in Search, and we’re now expanding this data to Google Maps.While getting around is more complicated these days, our hope is that these Google Maps features will help you get where you need to be as safely and efficiently as possible. The COVID layer starts rolling out worldwide on Android and iOS this week.",0
"A faster Chrome, for everything you need to get done - blog.google",https://blog.google/products/chrome/faster-chrome/,"Tue, 17 Nov 2020 08:00:00 GMT","['Matt Waddell', 'Director Of Product', 'Nick Kim Sexton', 'Nico Jersch', 'Keyword Team', 'Parisa Tabriz', 'Mike Torres', 'Sofia Puccini']","Today we're offering up our final Chrome release of 2020. The updates can help you get things done this holiday season (and beyond), so you can make life's work a bit smoother and reclaim precious time.Faster to start, faster to load, and way more battery lifeThis month's update represents the largest gain in Chrome performance in years, thanks to many under-the-hood improvements. Here’s what’s starting to roll out today:Chrome now prioritizes your active tabs vs. everything that’s open—reducing CPU usage by up to 5x and extending battery life by up to 1.25 hours (based on our internal benchmarks).Chrome now starts up to 25 percent faster, loads pages up to 7 percent faster, and does all of this using less power and RAM than before.Chrome on Android now loads pages near instantaneously when you navigate backward and forward, making these common tasks super fast.Tabs: pin ‘em, group ‘em, and now search ‘emMany people use tabs to organize their stuff online—from read-worthy articles, to sources of inspiration, to everyday to-do’s. This range of utility is why you can pin tabs (for those go-to pages), send tabs to your other devices and even group tabs in Chrome. This month we're adding tab search to the toolbox.You’ll now be able to see a list of your open tabs—regardless of the window they’re in—then quickly type to find the one you need. It’s search … for your tabs! The feature is coming first to Chromebooks, then to other desktop platforms soon.",0
Our data centers now work harder when the sun shines and wind blows - blog.google,https://blog.google/inside-google/infrastructure/data-centers-work-harder-sun-shines-wind-blows/,"Wed, 22 Apr 2020 07:00:00 GMT","['Ana Radovanovic', 'Technical Lead For Carbon-Intelligent Computing', 'Kate Brandt', 'Randy Spock', 'Ani Dasgupta', 'Reilly O Hara', 'Michael Terrell']","What’s nextThe first version of this carbon-intelligent computing platform focuses on shifting tasks to different times of the day, within the same data center. But, it’s also possible to move flexible compute tasks between different data centers, so that more work is completed when and where doing so is more environmentally friendly. Our plan for the future is to shift load in both time and location to maximize the reduction in grid-level CO2 emissions. Our methodology, including performance results of our global rollout, will be shared in upcoming research publications. We hope that our findings inspire other organizations to deploy their own versions of a carbon-intelligent platform, and together, we can continue to encourage the growth of carbon-free electricity worldwide. Learn more about Google’s progress toward a carbon-free future on our Sustainability site.",0
"A redesigned Google Photos, built for your life’s memories - blog.google",https://blog.google/products/photos/redesigned-google-photos/,"Thu, 25 Jun 2020 07:00:00 GMT","['David Lieb', 'Product Director', 'Google Photos', 'Aisha Sharif', 'Yael Marzan', 'Molly Mchugh-Johnson', 'Jack O. Lantern', 'Sarah Tran', 'Naina Raisinghani']","Five years ago, we noticed that people were struggling to manage their photos and videos—there wasn’t a place to keep them all, storage was disorganized, and it was hard to find specific photos. We designed Google Photos to solve these problems and since then more than one billion people use the app each month. Over the past few years we’ve also seen that people use Google Photos when they feel nostalgic and want to reminisce. Google Photos has become more than just an app to manage your photos, it’s become the home for your life’s memories.And that’s why today, we’re launching a redesigned Google Photos, focused on your memories, to help you find and relive your most treasured moments.A new, simplified experienceIn the redesigned Google Photos, we’re giving your photos and videos more prominence and bringing search front-and-center with a new three-tab structure:",0
Get around safely with these new Google Maps features - blog.google,https://blog.google/products/maps/get-around-safely-these-new-google-maps-features/,"Mon, 08 Jun 2020 07:00:00 GMT","['Ramesh Nagarajan', 'Product Management Director', 'Google Maps', 'Holly N. Jolly', 'Amanda Leicht Moore', 'Songran Jang']","Get alerts about important informationWhen you look up public transit directions for a trip that is likely to be affected by COVID-19 restrictions, we’ll show relevant alerts from local transit agencies. These alerts can help you prepare accordingly if government mandates impact transit services or require you to wear a mask on public transportation. Transit alerts are rolling out in Argentina, Australia, Belgium, Brazil, Colombia, France, India, Mexico, Netherlands, Spain, Thailand, United Kingdom and the U.S. where we have information from local transit agencies, with more coming soon.We’re also introducing driving alerts to notify you about COVID-19 checkpoints and restrictions along your route, like when crossing national borders (starting first in Canada, Mexico and the U.S.). You’ll see an alert on the directions screen and after starting navigation if your route is impacted by these restrictions.When navigating to medical facilities or COVID-19 testing centers, we’ll display an alert reminding you to verify eligibility and facility guidelines to avoid being turned away or causing additional strain on the local healthcare system. Starting this week, alerts for medical facilities will be available in Indonesia, Israel, the Philippines, South Korea, and the U.S., and testing center alerts will be available in the U.S.",0
